,id,sponsor,event,venue,place,date,location,page_count,dish_count
272,12807,MILLS HOTEL RESTAURANT,BILL OF FARE/DINNER,COMMERCIAL,"BLEECKER, THOMPSON AND SULLIVAN STREETS, ENTRANCE ON BLEECKER STREET, [NEW YORK, NY];",4/7/1900,Mills Hotel Restaurant,2,21
273,12808,BROADWAY CENTRAL HOTEL,DINNER,COMMERCIAL,"NOS. 667 TO 677 [BROADWAY], OPPOSITE BOND STREET, MIDWAY BETWEEN BATTERY AND CENTRAL PARK, NEW YORK, [NY];",4/7/1900,Broadway Central Hotel,4,65
274,12809,CUNARD LINE,LUNCHEON,COMMERCIAL,R.M.S. LUCANIA,4/7/1900,Cunard Line,2,98
275,12810,CANADIAN PACIFIC RAILWAY,BREAKFAST,COMMERCIAL,"R.M.S. ""EMPRESS OF CHINA""",4/25/1900,Canadian Pacific Railway,2,39
276,12811,OCCIDENTAL & ORIENTAL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,"S.S. ""DORIC""",4/25/1900,Occidental & Oriental Steamship Co.,2,29
277,12812,CITIZENS MECHANICS BUILDING,BANQUET TO THE NATIONAL ASSOCIATION OF MANUFACTURERS,COMMERCIAL,"MECHANICS' HALL, BOSTON, MA",4/26/1900,Citizens Mechanics Building,4,24
279,12815,CENTRAL RESTAURANT,MENU,COMMERCIAL,"NEW YORK, NY",4/26/1900,Central Restaurant,4,191
280,12816,(MR. THOMAS HASTINGS),[FAREWELL DINNER GIVEN BY MR. THOMAS HASTINGS BEFORE HIS MARRIAGE TO MISS HELEN BENEDICT],OTHER (PRIVATE PARTY WITH INDIVIDUAL HOST);,"SHERRY'S, NEW YORK, NY",4/26/1900,Mr. Thomas Hastings,2,19
281,12817,CENTRAL RESTAURANT & ROOF GARDEN,BUSINESS MEN'S LUNCH,COMMERCIAL,"NEW YORK, NY",4/26/1900,Central Restaurant & Roof Garden,2,11
282,12818,CENTRAL RESTAURANT & ROOF GARDEN,TABLE D'HOTE DINNER,COMMERCIAL,"NEW YORK, NY",4/26/1900,Central Restaurant & Roof Garden,2,89
283,12819,CENTRAL RESTAURANT CO.,MENU,COMMERCIAL,"NEW YORK, NY",4/26/1900,Central Restaurant Co.,6,298
284,12820,MAGNETIC CLUB,SPRING DINNER,(SOC?);,ST. DENIS HOTEL,4/26/1900,Magnetic Club,4,20
285,12821,CUNARD LINE,BREALFAST,COMMERCIAL,EN ROUTE ABOARD R.M.S. LUCANIA,4/26/1900,Cunard Line,2,102
286,12824,HARLEM REPUBLICAN CLUB,11NTH ANNUAL BANQUET,POL;,"MANHATTAN HOTEL, NY",4/27/1900,Harlem Republican Club,4,28
287,12826,ALUMNI ASSOCIATION - UNIVERSITY OF BUFFALO,25TH ANNUAL MEETING & BANQUET,EDUC;,IROQUOIS,4/27/1900,Alumni Association   University Of Buffalo,4,18
288,12827,DEGREE TEAM - CAMDEN LODGE #1 -A.O.U.W.,BANQUET,?,?,4/27/1900,Degree Team   Camden Lodge #1  A.O.U.W.,4,14
289,12828,RIGGS HOUSE,BREAKFAST,COMMERCIAL,"WASHINGTON,D.C.",4/27/1900,Riggs House,2,75
290,12831,MANHATTAN HOTEL,DINNER,COMMERCIAL,"42ND ST. & MAD. AVE, NY",3/1/1900,Manhattan Hotel,2,176
291,12833,RED STAR LINE - S.S.WESTERNLAND,BREAKFAST,COMMERCIAL,EN ROUTE,3/1/1900,Red Star Line   S.S.Westernland,2,16
292,12834,RED STAR LINE - S.S.WESTERNLAND,LUNCH,COMMERCIAL,EN ROUTE,3/1/1900,Red Star Line   S.S.Westernland,2,23
293,12835,TIMEO HOTEL,LUNCH OR DINNER,COMMERCIAL,"TAOEMINA, SICILY",3/1/1900,Timeo Hotel,2,5
294,12836,CHICAGO BAR ASSOCIATION,BANQUET IN HONOR OF JUDGE PETER S. GROSSCUP & JUDGE CHRISTIAN C. KOHLSAAT,PROF;,"THE AUDITORIUM,[CHICAGO,ILL.]",3/1/1900,Chicago Bar Association,4,19
295,12837,MANHATTAN HOTEL,LUNCHEON,COMMERCIAL,MADISON AVE. & 42 ST. NY,3/1/1900,Manhattan Hotel,2,129
296,12838,HOTEL MARLBOROUGH,DINNER,COMMERCIAL,"[BROADWAY AND 36TH ST,NEW YORK,NY]",3/1/1900,Hotel Marlborough,2,44
297,12839,HOTEL MARLBOROUGH,DINNER,COMMERCIAL,"BROADWAY AND 36TH AND 37TH ST,NEW YORK,NY",3/1/1900,Hotel Marlborough,4,184
298,12840,HOTEL MARLBOROUGH,SUPPER,COMMERCIAL,"[66 STREET AND BROADWAY,NEW YORK,NY]",3/2/1900,Hotel Marlborough,2,235
299,12841,HOTEL MARLBOROUGH,BREAKFAST,COMMERCIAL,"[66 STREET AND BROADWAY,NEW YORK,NY]",3/2/1900,Hotel Marlborough,2,317
300,12842,HOTEL MARLBOROUGH,DAILY CARTE DU JOUR,COMMERCIAL,"[66TH STREET AND BROADWAY,NEW YORK,NY]",3/2/1900,Hotel Marlborough,2,377
301,12843,OCCIDENTAL & ORIENTAL STEAMSHIP CO.,BREAKFAST,COMMERCIAL,SS COPTIC,3/2/1900,Occidental & Oriental Steamship Co.,2,24
302,12844,OCCIDENTAL & ORIENTAL STEAMSHIP CO.,LUNCH,COMMERCIAL,SS COPTIC,3/2/1900,Occidental & Oriental Steamship Co.,2,32
303,12845,OCCIDENTAL & ORIENTAL STEAMSHIP CO.,DINNER,COMMERCIAL,SS COPTIC,3/2/1900,Occidental & Oriental Steamship Co.,4,33
304,12846,HOTEL JERMYN,BREAKFAST,COMMERCIAL,"SCRANTON, PA",3/14/1900,Hotel Jermyn,2,125
305,12847,HOTEL JERMYN,LUNCHEON,COMMERCIAL,"SCRANTON, PA",3/14/1900,Hotel Jermyn,2,76
306,12848,HOTEL JERMYN,DINNER,COMMERCIAL,"SCRANTON, PA",3/14/1900,Hotel Jermyn,2,60
307,12849,HOTEL JERMYN,SUPPER,COMMERCIAL,"SCRANTON, PA",3/14/1900,Hotel Jermyn,2,38
308,12850,P.R.R. (PENNSYLVANIA RR),DINNER,COMMERCIAL,RR STATION,3/14/1900,P.R.R. (Pennsylvania Rr),2,191
309,12851,EWING'S NEW RESTAURANT,DAILY MENU,COMMERCIAL,"13 MONTGOMERY STREET (JERSEY CITY, NJ?)",3/14/1900,Ewing's New Restaurant,4,275
310,12852,HOTEL MONTGOMERY,DAILY MENU,COMMERCIAL,"90 MONTGOMERY STREET, JERSEY CITY, NJ",3/14/1900,Hotel Montgomery,4,202
311,12853,NEW YORK ATHLETIC CLUB,DAILY MENU,OTHER (PRIVATE CLUB);,NEW YORK,3/14/1900,New York Athletic Club,2,164
312,12854,UNION LEAGUE CLUB,DAILY MENU,OTHER (PRIVATE CLUB),(NEW YORK?),3/14/1900,Union League Club,2,106
313,12855,BROADWAY CENTRAL HOTEL,LUNCHEON,COMMERCIAL,"BROADWAY, NY",3/14/1900,Broadway Central Hotel,2,53
314,12856,BROADWAY CENTRAL HOTEL,DINNER,COMMERCIAL,"BROADWAY, NY",3/14/1900,Broadway Central Hotel,4,63
315,12857,PENNSYLVANIA R.R. STATION,BREAKFAST,COMMERCIAL,"JERSEY CITY, NJ",3/14/1900,Pennsylvania R.R. Station,2,23
316,12858,HOTEL WASHINGTON,DAILY MENU,COMMERCIAL,"JERSEY CITY, NY",3/14/1900,Hotel Washington,4,253
317,12859,NEW YORK ATHLETIC CLUB,CLUB DINNER,OTHER (PRIVATE CLUB);,NEW YORK,3/14/1900,New York Athletic Club,2,25
318,12860,WESTMINSTER HOTEL,LUNCHEON,COMMERCIAL,NEW YORK,3/14/1900,Westminster Hotel,2,40
319,12861,COLONIAL CLUB OF NEW YORK,DAILY MENU,OTHER (SOC);,NEW YORK,3/14/1900,Colonial Club Of New York,2,108
320,12862,CALUMET CLUB OF NEW YORK,DAILY MENU,OTHER (SOC);,NEW YORK,3/14/1900,Calumet Club Of New York,2,105
321,12863,SHERMAN SQUARE HOTEL,DINNER,COMMERCIAL,NEW YORK,3/14/1900,Sherman Square Hotel,2,32
322,12864,SAVOY HOTEL,TABLE d'HOTE DINNER,COMMERCIAL,59 ST. & 5TH AVE. NY,3/14/1900,Savoy Hotel,2,34
323,12865,PARK AVE. HOTEL,"LUNCHEON,BILL OF FARE",COMMERCIAL,NY,3/14/1900,Park Ave. Hotel,2,47
324,12866,CUNARD LINE,[DINNER],COMMERCIAL,R.M.S. LUCANIA,4/7/1900,Cunard Line,2,94
325,12867,HOTEL SAVOY,LUNCHEON TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",4/7/1900,Hotel Savoy,2,54
326,12868,HOTEL SAVOY,LUNCHEON A LA CARTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",4/7/1900,Hotel Savoy,2,122
327,12869,HOTEL SAVOY,DINNER TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",4/7/1900,Hotel Savoy,2,58
328,12870,HOTEL SAVOY,CAFE DINNER TABLE D'HOTE,COMMERCIAL,"FIFTH AVENUE & FIFTY-NINTH STREET, NEW YORK, [NY]",4/7/1900,Hotel Savoy,2,34
329,12871,NEW YORK ATHLETIC CLUB,CARTE DU JOUR,SOC;,"[NEW YORK, NY]",4/7/1900,New York Athletic Club,2,170
331,12874,COLONIAL CLUB OF NEW YORK,CARTE DU JOUR,SOC;,"NEW YORK, [NY]",4/7/1900,Colonial Club Of New York,2,118
332,12875,PARK AVENUE HOTEL,TABLE D'HOTE DINNER,COMMERCIAL,"NEW YORK, [NY]",4/7/1900,Park Avenue Hotel,2,17
333,12879,HAMBLEN'S RESTAURANT & LUNCH ROOMS,MENU,COMMERCIAL,"NEW YORK, NY",4/7/1900,Hamblen's Restaurant & Lunch Rooms,4,199
334,12880,(MANHATTAN CLUB),MENU,[SOC?];,"[NEW YORK, NY?]",4/8/1900,Manhattan Club,4,278
335,12881,MASTER PRINTERS' ASSOCIATION,MENU,PROF;,NARRAGANSETT HOTEL,4/8/1900,Master Printers' Association,2,29
337,12884,HASKIN'S RESTAURANT,DINNER,COMMERCIAL,"117 WEST 34TH STREET,[NEW YORK,NY]",2/21/1900,Haskin's Restaurant,2,15
338,12885,HASKIN'S RESTAURANT,DAILY,COMMERCIAL,"117 WEST 34TH STREET,NEW YORK,NY",2/21/1900,Haskin's Restaurant,2,87
339,12886,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH STREET AND BROADWAY,NEW YORK,NY",2/21/1900,Hotel Marie Antoinette,2,83
340,12887,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,"66TH STREET AND BROADWAY,NEW YORK,NY",2/21/1900,Hotel Marie Antoinette,2,124
341,12892,RED STAR LINE,LUNCH,COMMERCIAL,ENROUTE ABOARD S.S. SOUTHWARK,2/18/1900,Red Star Line,2,16
342,12895,HOTEL MARIE ANTOINETTE,DINNER,COMMERCIAL,66TH STREET AND BR6ADWAY,2/18/1900,Hotel Marie Antoinette,2,123
343,12896,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,66TH STREET AND BR6ADWAY,2/18/1900,Hotel Marie Antoinette,2,82
344,12898,PUTNAM HOUSE,LUNCHEON,COMMERCIAL,NEW YORK CITY,2/18/1900,Putnam House,2,29
345,12900,OCEAN STEAMSHOP CO.,SUPPER,COMMERCIAL,S.S. NACOOCHEE,2/1/1900,Ocean Steamshop Co.,2,19
346,12901,SAN REMO HOTEL,LUNCHEON MENU,COMMERCIAL,"NEW YORK, NY",2/13/1900,San Remo Hotel,2,19
347,12902,SHANLEY BROS. OYSTER HOUSES & GRILL ROOM,BREAKFAST,COMMERCIAL,"383 6TH AVE.,1212 BWAY.,& 1476 BWAY. NY",2/13/1900,Shanley Bros. Oyster Houses & Grill Room,4,307
348,12903,EMPIRE HOTEL,BREAKFAST,COMMERCIAL,BWAY & 63RD ST. NY,2/13/1900,Empire Hotel,2,172
349,12904,EMPIRE HOTEL,LUNCHEON,COMMERCIAL,BWAY & 63RD ST. NY,2/13/1900,Empire Hotel,2,184
350,12905,SAN REMO HOTEL,DINNER,COMMERCIAL,"75TH ST & CENTRAL PARK WEST, NY",2/13/1900,San Remo Hotel,4,243
351,12906,YOUNG'S HERALD SQUARE LUNCH ROOM,LUNCH & DINNER,COMMERCIAL,600 SIXTH AVE. NY,2/13/1900,Young's Herald Square Lunch Room,4,242
352,12907,MONTEREY HOTEL,A LA CARTE MENU,COMMERCIAL,38TH ST. & 6TH AVE. NY,2/13/1900,Monterey Hotel,4,224
353,12908,RED STAR LINE - SS WESTERNLAND,BREAKFAST,COMMERCIAL,EN ROUTE,2/13/1900,Red Star Line   Ss Westernland,2,16
354,12909,RED STAR LINE,LUNCH,COMMERCIAL,EN ROUTE,2/13/1900,Red Star Line,2,22
355,12910,RED STAR LINE - SS WESTERNLAND,DINNER,COMMERCIAL,EN ROUTE,2/13/1900,Red Star Line   Ss Westernland,2,49
356,12911,R.M.S. OCEANIC,[BREAKFAST],COMMERCIAL,EN ROUTE,2/13/1900,R.M.S. Oceanic,2,25
357,12912,PENNSYLVANIA RR,DINNER,COMMERCIAL,TOUR THROUGH MEXICO & CALIFORNIA,2/14/1900,Pennsylvania Rr,4,61
358,12913,MR. S.R.BLOOMFIELD,FAREWELL DINNER TO MR. WILLIAM CLARK,SOC;,GRAND HOTEL,2/14/1900,Mr. S.R.Bloomfield,4,10
359,12916,WINDSOR HOTEL,DINNER,COMMERCIAL,"JACKSONVILLE, FLA.",2/14/1900,Windsor Hotel,2,43
360,12917,CAFETERIA - LUNCH,ST. VALENTINES DAY DINNER,COMMERCIAL,57 BROAD ST. NY,2/14/1900,Cafeteria   Lunch,4,114
361,12918,USMS ST LOUIS,BREAKFAST,COMMERCIAL,USMS ST LOUIS,2/14/1900,Usms St Louis,2,28
362,12919,USMS ST LOUIS,DINNER,COMMERCIAL,USMS ST LOUIS,2/14/1900,Usms St Louis,2,86
363,12920,USMS NEW YORK,LUNCHEON,COMMERCIAL,USMS NEW YORK,2/14/1900,Usms New York,2,105
364,12921,CUNARD LINE,DINNER,COMMERCIAL,ABOARD R.M.S. ETRURIA,2/22/1900,Cunard Line,2,99
365,12922,RED STAR LINE,LUNCH,COMMERCIAL,S.S. SOUTHWORK,2/22/1900,Red Star Line,2,17
366,12923,ALBEMARLE HOTEL,MENU,COMMERCIAL,"MADISON SQUARE, WEST, NEW YORK, NY",2/22/1900,Albemarle Hotel,4,259
367,12924,RED STAR LINE,DINNER,COMMERCIAL,S.S. SOUTHWORK,2/22/1900,Red Star Line,2,50
368,12925,EBBITT HOUSE,MENU,COMMERCIAL,"WASHINGTON, D.C.",2/22/1900,Ebbitt House,2,40
369,12926,RED STAR LINE,BREAKFAST,COMMERCIAL,S.S. SOUTHWORK,2/22/1900,Red Star Line,2,15
370,12927,MANHATTAN HOTEL,LUNCHEON CARTE DU JOUR,COMMERCIAL,"NEW YORK, NY",2/22/1900,Manhattan Hotel,2,128
371,12931,ROANOKE HOTEL,MENU,COMMERCIAL,"ROANOKE, VA",2/22/1900,Roanoke Hotel,2,29
372,12933,COLONIAL HOTEL,WASHINGTON'S BUFFET,COMMERCIAL,"[NASSAU, N.P.]",2/22/1900,Colonial Hotel,2,11
373,12937,RIGGS HOUSE,DINNER,COMMERCIAL,"WASHINGTON,D.C.",4/27/1900,Riggs House,2,53
374,12938,GRIDIRON NATIONAL CONVENTION,DINNER,PROF;,"WASHINGTON, D.C.",4/28/1900,Gridiron National Convention,2,22
375,12940,BROOKLYN CLUB,35TH ANNIVERSARY DINNER,SOC;,"BROOKLYN, NY",4/28/1900,Brooklyn Club,2,28
376,12941,UNIVERSITY CLUB,DINNER FOR THE ADMIRAL OF THE NAVY,SOC;,"(CHICAGO,IL)",5/1/1900,University Club,2,97
378,12943,BALTIMORE AND OHIO RR ROYAL BLUE LINE,CAFE SERVICE MEALS,COMMERCIAL,CAR ASTORIA,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,95
379,12944,BALTIMORE AND OHIO RR ROYAL BLUE LINE,CAFE SERVICE MEALS,COMMERCIAL,CAR SAVOY,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,90
380,12945,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR SAVOY,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,28
381,12946,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR APPIUS,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,28
382,12947,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR ASTORIA,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,24
383,12948,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR MANHATTAN,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,26
384,12949,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINING CAR SERVICE MEALS,COMMERCIAL,CAR LIVIUS,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,27
385,12950,BALTIMORE AND OHIO RR ROYAL BLUE LINE,BREAKFAST,COMMERCIAL,CAR LIVIUS,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,34
386,12951,BALTIMORE AND OHIO RR ROYAL BLUE LINE,BREAKFAST,COMMERCIAL,CAR CARROLLTON,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,38
387,12952,BALTIMORE AND OHIO RR ROYAL BLUE LINE,BREAKFAST,COMMERCIAL,CAR BRUNSWICK,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,51
388,12953,BALTIMORE AND OHIO RR ROYAL BLUE LINE,BREAKFAST,COMMERCIAL,CAR HOLLAND,5/1/1900,Baltimore & Ohio R.R.,2,48
389,12954,BALTIMORE AND OHIO RR ROYAL BLUE LINE,SUPPER,COMMERCIAL,CAR WALTON,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,60
390,12955,BALTIMORE AND OHIO RR ROYAL BLUE LINE,SUPPER,COMMERCIAL,CAR CARROLLTON,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,30
391,12956,BALTIMORE AND OHIO RR ROYAL BLUE LINE,LUNCHEON,COMMERCIAL,CAR WALTON,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,51
392,12957,BALTIMORE AND OHIO RR ROYAL BLUE LINE,DINNER,COMMERCIAL,CAR BRUNSWICK,5/1/1900,Baltimore And Ohio Rr Royal Blue Line,2,27
393,12958,BATTLE CREEK SANITARIUM,DINNER,COMMERCIAL,"BATTLE CREEK, MI;",5/2/1900,Battle Creek Sanitarium,4,67
395,12960,HOTEL MARLBOROUGH,CAFE BREAKFAST,COMMERCIAL,"[66TH ST AND BROADWAY,NEW YORK,NY]",3/2/1900,Hotel Marlborough,2,19
396,12961,HOTEL MARIE ANTOINETTE,LUNCH,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY",3/2/1900,Hotel Marie Antoinette,2,81
397,12962,QUEBEC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SS TRINIDAD,3/2/1900,Quebec Steamship Company,2,30
398,12963,QUEBEC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS TRINIDAD,3/2/1900,Quebec Steamship Company,2,36
399,12964,NEW YORK CENTRAL & HUDSON RIVER R.R.,DINNER,COMMERCIAL,"DINING CAR SERVICE, TRAIN 19",3/2/1900,New York Central & Hudson River R.R.,4,81
400,12965,LEGGERA ASSOCIATION,SIXTH ANNUAL BANQUET & BALL,SOC;,"CAMPIDOGLIO HOTEL, NEW YORK, NY",3/3/1900,Leggera Association,4,15
401,12966,OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,S.S. COPTIC,3/3/1900,Occidental & Oriental Steamship Company,2,26
402,12967,OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY,LUNCH,COMMERCIAL,S.S. COPTIC,3/3/1900,Occidental & Oriental Steamship Company,2,34
403,12968,OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY,DINNER,COMMERCIAL,S.S. COPTIC,3/3/1900,Occidental & Oriental Steamship Company,4,34
404,12969,PARK AVENUE HOTEL,LUNCHEON,COMMERCIAL,NY,3/14/1900,Park Avenue Hotel,2,80
405,12970,PARK AVENUE HOTEL,TABLE D'HOTE DINNER - FROM 12.30 TO 2.30 & 5.30 TO 8 P.M.,COMMERCIAL,NY,3/14/1900,Park Avenue Hotel,2,17
406,12971,PARK AVENUE HOTEL,DINNER,COMMERCIAL,NY,3/14/1900,Park Avenue Hotel,2,46
407,12972,PARK AVENUE HOTEL,DINNER-A LA CARTE,COMMERCIAL,NY,3/14/1900,Park Avenue Hotel,2,151
408,12973,BASFORD & GLENN'S IMPERIAL HOTEL & RESTAURANT,DAILY MENU,COMMERCIAL,"3 EXCHANGE PLACE,JERSEY CITY, N.J.",3/14/1900,Basford & Glenn's Imperial Hotel & Restaurant,4,147
409,12974,MARIE ANTOINETTE HOTEL,LUNCHEON,COMMERCIAL,"66TH ST & B'WAY, NY",3/14/1900,Marie Antoinette Hotel,2,82
410,12975,MARIE ANTOINETTE HOTEL,DINNER,COMMERCIAL,66TH ST. & BWAY NY,3/14/1900,Marie Antoinette Hotel,2,121
411,12976,SHERMAN SQUARE HOTEL,[LUNCH],COMMERCIAL,NY,3/15/1900,Sherman Square Hotel,2,30
412,12978,FRAULEIN EMMA HACKMACK & HERRN PAUL MOEHLKE,WEDDING RECEPTION,SOC;,"HANSA-GESELLSCHAFTSHAUS, HAMBURG-GERMANY",3/15/1900,Fraulein Emma Hackmack & Herrn Paul Moehlke,4,13
413,12979,MANHATTAN CLUB,"BREAKFAST,LUNCH & DINNER",COMMERCIAL,[NY],3/15/1900,Manhattan Club,4,272
414,12980,CHAS.BRADLEY'S OYSTER & DINING ROOM,BILL OF FARE - BREAKFAST & SUPPER,COMMERCIAL,394 CANAL ST. NY,3/15/1900,Chas.Bradley's Oyster & Dining Room,4,235
415,12982,BERT HOUGH & TONY FRANKER - PABST BLUE RIBBON,DINNER,COMMERCIAL,"CHICAGO ,ILL",3/16/1900,Bert Hough & Tony Franker   Pabst Blue Ribbon,2,50
416,12983,TAMPA BAY HOTEL,LUNCHEON,COMMERCIAL,"TAMPA, FLORIDA",3/15/1900,Tampa Bay Hotel,2,51
417,12984,ARLINGTON HOTEL,BREAKFAST,COMMERCIAL,"TORONTO,ONT,CANADA",3/16/1900,Arlington Hotel,2,60
418,12985,ARLINGTON HOTEL,LUNCHEON,COMMERCIAL,"TORONTO,ONT,CANADA",3/16/1900,Arlington Hotel,2,37
419,12986,CROMWELL STEAMSHIP COMPANY,LUNCH,COMMERCIAL,SS LOUISIANA,3/17/1900,Cromwell Steamship Company,2,21
420,12987,WM.MANGLER CATERING CO.,LUNCHEON,COMMERCIAL,"119-121 LA SALLE ST.,CHICAGO,IL",3/17/1900,Wm.Mangler Catering Co.,2,100
421,12988,VOGELSANG'S,LUNCHEON,COMMERCIAL,178 & 180 MADISON ST.,3/17/1900,Vogelsang's,2,106
422,12991,BOARD OF TRADE,FOURTH ANNUAL DINNER,COMMERCIAL,"HOTEL ST GEORGE,NYACK-ON-HUDSON,NY",2/15/1900,Board Of Trade,4,20
423,12992,McGOWN'S PASS TAVERN,DAILY,COMMERCIAL,"CENTRAL PARK,NEW YORK,NY",2/15/1900,Mcgown's Pass Tavern,2,282
424,12993,PENNSYLVANIA RAILROAD,PERSONALLY CONDUCTED TOUR THROUGH MEXICO & CALIFORNIA,COMMERCIAL,"PULLMAN, EN ROUTE",2/15/1900,Pennsylvania Railroad,2,26
425,12994,U.S.M.S.,LUNCHEON,NAV;,"""NEW YORK""",2/15/1900,U.S.M.S.,2,93
426,12995,SUN LIFE INSURANCE COMPANY OF AMERICA,"BANQUET TENDERED TO THE STAFFS OF GALVESTON & HOUSTON, TEXAS",COMMERCIAL,"TREMONT HOTEL, GALVESTON, TX",2/15/1900,Sun Life Insurance Company Of America,8,22
427,12996,RED STAR LINE,DINNER,COMMERCIAL,S.S.WESTERNLAND,2/15/1900,Red Star Line,2,52
429,12998,U.S.M.S,MENU,NAV;,"""ST.LOUIS""",2/15/1900,U.S.M.S,2,100
430,12999,U.S.M.S,DINNER,NAV;,"""NEW YORK""",2/15/1900,U.S.M.S,2,99
432,13001,CHURCHILL HOTEL FIRE SUFFERERS,ANNUAL BANQUET,SOC;,"FRASER, THE, BAY CITY, MI",4/10/1900,Churchill Hotel Fire Sufferers,4,20
433,13002,NEW YORK ALUMNI ASSOCIATION OF THE PHILLIPS EXETER ACADEMY,18TH ANNUAL DINNER,EDUC;,"MANHATTAN HOTEL, NEW YORK, NY",4/10/1900,New York Alumni Association Of The Phillips Exeter Academy,4,18
434,13003,ST.LOUIS COLLEGE OF PHARMACY,COMPLIMENTARY SUPPER TO CLASS OF 1900,EDUC;,"ST. LOUIS, MO",4/10/1900,St.Louis College Of Pharmacy,4,21
435,13004,NORDDEUTSCHER LLOYDS BREMEN,DINNER,COMMERCIAL,"DAMPFER ""KAISER WILHELM DER GROSSE""",4/10/1900,Norddeutscher Lloyds Bremen,4,35
436,13005,BATTERY PARK HOTEL,DINNER,COMMERCIAL,"NEW YORK CITY, NY",4/11/1900,Battery Park Hotel,4,130
437,13006,PHILITSCIKOMA,LUNCHEON,COMMERCIAL,"HOTEL SAVOY, NES YORK, [NY];",5/3/1900,Philitscikoma,4,14
438,13007,PACIFIC MAIL STEAMSHIP COMPANY,DINNER,COM,[SS CITY OF RIO DE JANEIRO?],5/3/1900,Pacific Mail Steamship Company,4,26
439,13008,(HARVARD UNIVERSITY),FRESHMAN CLASS DINNER,EDUC;,"HOTEL VENDOME, [BOSTON, MA];",5/3/1900,Harvard University,4,26
440,13009,BAPTIST SOCIAL UNION OF NEW YORK,[DINNER],RELIG;,"HOTEL MANHATTAN, NEW YORK, [NY];",5/3/1900,Baptist Social Union Of New York,2,19
441,13012,HOTEL MANHATTAN,[DINNER],COMMERCIAL,"NEW YORK, [NY]",5/4/1900,Hotel Manhattan,2,20
442,13013,HOTEL SAVOY,CAFE/HALF PORTION BREAKFAST,COMMERCIAL,FIFTH AVENUE & FIFTY-NINTH STREET;,5/4/1900,Hotel Savoy,2,100
443,13014,PACIFIC MAIL STEAMSHIP COMPANY,BREAKFAST,COM,SS CITY OF RIO DE JANEIRO,5/4/1900,Pacific Mail Steamship Company,2,17
444,13015,PACIFIC MAIL STEAMSHIP COMPANY,DINNER,COM,[SS CITY OF RIO DE JANEIRO],5/4/1900,Pacific Mail Steamship Company,4,31
445,13017,ROUND TABLE CLUB,[DINNER],SOC;,[ROUND TABLE CLUB],5/4/1900,Round Table Club,2,23
446,13020,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,LUNCHEON;,COMMERCIAL,CAFE CAR;,5/1/1900,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,2,64
447,13021,SOUTHERN RAILWAY; NORFOLK & WESTERN RAILWAY; ALABAMA GREAT SOUTHERN RAILW3AY; NEW ORLEANS & NORTHEASTERN RAILROAD;,WINE LIST;,COMMERCIAL,CAFE CAR;,5/1/1900,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,2,32
